control_id,variant_id,variant,family,nist_title,vocab_pattern,ml_reason,mlassure_pattern,collectors,control_text,meaning_preserved,notes
SI-7,SI-7.v0,0,SI,"Software, Firmware, and Information Integrity",specific,A hotfix endpoint config with no registry package is an unauthorized change to deployed model software relative to the approved version.,correlation,getModelRegistryEntry|getCloudTrailEvents,"a. Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and b. Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions].",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-7,SI-7.v1,1,SI,"Software, Firmware, and Information Integrity",specific,A hotfix endpoint config with no registry package is an unauthorized change to deployed model software relative to the approved version.,correlation,getModelRegistryEntry|getCloudTrailEvents,"a. Use integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and b. Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions].",,
SI-7,SI-7.v2,2,SI,"Software, Firmware, and Information Integrity",specific,A hotfix endpoint config with no registry package is an unauthorized change to deployed model software relative to the approved version.,correlation,getModelRegistryEntry|getCloudTrailEvents,"a. Employ integrity verification tools that detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and b. When unauthorized changes to the software, firmware, and information are detected, take the following actions: [Assignment: organization-defined actions].",,
SI-7,SI-7.v3,3,SI,"Software, Firmware, and Information Integrity",specific,A hotfix endpoint config with no registry package is an unauthorized change to deployed model software relative to the approved version.,correlation,getModelRegistryEntry|getCloudTrailEvents,"a. Employ integrity verification tools to detect unauthorized changes to [Assignment: organization-defined software, firmware, and information]; and b. Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions].",,
SI-7,SI-7.v4,4,SI,"Software, Firmware, and Information Integrity",specific,A hotfix endpoint config with no registry package is an unauthorized change to deployed model software relative to the approved version.,correlation,getModelRegistryEntry|getCloudTrailEvents,"a. Integrity verification tools are employed to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and b. The following actions are taken when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions].",,
SI-12,SI-12.v0,0,SI,Information Management and Retention,vague-qualifier,"Data-capture enablement, percentage, and destination are the fixture's handling of inference information the endpoint could retain.",sufficiency,getDataCaptureConfig,"Manage and retain information within the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements.",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-12,SI-12.v1,1,SI,Information Management and Retention,vague-qualifier,"Data-capture enablement, percentage, and destination are the fixture's handling of inference information the endpoint could retain.",sufficiency,getDataCaptureConfig,"Information within the system and information output from the system is managed and retained in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements.",,
SI-12,SI-12.v2,2,SI,Information Management and Retention,vague-qualifier,"Data-capture enablement, percentage, and destination are the fixture's handling of inference information the endpoint could retain.",sufficiency,getDataCaptureConfig,"In accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements, manage and retain information within the system and information output from the system.",,
SI-12,SI-12.v3,3,SI,Information Management and Retention,vague-qualifier,"Data-capture enablement, percentage, and destination are the fixture's handling of inference information the endpoint could retain.",sufficiency,getDataCaptureConfig,"Manage and retain both information residing in the system and information output from the system in accordance with applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements.",,
SI-12,SI-12.v4,4,SI,Information Management and Retention,vague-qualifier,"Data-capture enablement, percentage, and destination are the fixture's handling of inference information the endpoint could retain.",sufficiency,getDataCaptureConfig,"Applicable laws, executive orders, directives, regulations, policies, standards, guidelines and operational requirements govern the management and retention of information within the system and information output from the system.",,
SC-28(1),SC-28(1).v0,0,SC,Protection of Information at Rest | Cryptographic Protection,specific,"volumeKmsKeyId, artifactKmsKeyId, and keyManager are the fixture's cryptographic protection of model artifacts and endpoint volumes at rest. Not SC-28 (deterministic).",sufficiency,getKMSConfig,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SC-28(1),SC-28(1).v1,1,SC,Protection of Information at Rest | Cryptographic Protection,specific,"volumeKmsKeyId, artifactKmsKeyId, and keyManager are the fixture's cryptographic protection of model artifacts and endpoint volumes at rest. Not SC-28 (deterministic).",sufficiency,getKMSConfig,Put cryptographic mechanisms in place to prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].,,
SC-28(1),SC-28(1).v2,2,SC,Protection of Information at Rest | Cryptographic Protection,specific,"volumeKmsKeyId, artifactKmsKeyId, and keyManager are the fixture's cryptographic protection of model artifacts and endpoint volumes at rest. Not SC-28 (deterministic).",sufficiency,getKMSConfig,Cryptographic mechanisms are implemented to prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].,,
SC-28(1),SC-28(1).v3,3,SC,Protection of Information at Rest | Cryptographic Protection,specific,"volumeKmsKeyId, artifactKmsKeyId, and keyManager are the fixture's cryptographic protection of model artifacts and endpoint volumes at rest. Not SC-28 (deterministic).",sufficiency,getKMSConfig,Implement cryptographic mechanisms that prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media]: [Assignment: organization-defined information].,,
SC-28(1),SC-28(1).v4,4,SC,Protection of Information at Rest | Cryptographic Protection,specific,"volumeKmsKeyId, artifactKmsKeyId, and keyManager are the fixture's cryptographic protection of model artifacts and endpoint volumes at rest. Not SC-28 (deterministic).",sufficiency,getKMSConfig,"To prevent unauthorized disclosure and modification of the following information at rest on [Assignment: organization-defined system components or media], implement cryptographic mechanisms: [Assignment: organization-defined information].",,
SC-7(5),SC-7(5).v0,0,SC,Boundary Protection | Deny by Default — Allow by Exception,specific,"Empty security groups, no VPC, and isolation disabled are the fixture's boundary posture (deny-by-default cannot hold). Not SC-7 (deterministic).",sufficiency,getEndpointNetworkConfig,Deny network communications traffic by default and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SC-7(5),SC-7(5).v1,1,SC,Boundary Protection | Deny by Default — Allow by Exception,specific,"Empty security groups, no VPC, and isolation disabled are the fixture's boundary posture (deny-by-default cannot hold). Not SC-7 (deterministic).",sufficiency,getEndpointNetworkConfig,"By default, deny network communications traffic and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].",,
SC-7(5),SC-7(5).v2,2,SC,Boundary Protection | Deny by Default — Allow by Exception,specific,"Empty security groups, no VPC, and isolation disabled are the fixture's boundary posture (deny-by-default cannot hold). Not SC-7 (deterministic).",sufficiency,getEndpointNetworkConfig,Network communications traffic is denied by default and allowed by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].,,
SC-7(5),SC-7(5).v3,3,SC,Boundary Protection | Deny by Default — Allow by Exception,specific,"Empty security groups, no VPC, and isolation disabled are the fixture's boundary posture (deny-by-default cannot hold). Not SC-7 (deterministic).",sufficiency,getEndpointNetworkConfig,"Deny network communications traffic by default, allowing network communications traffic only by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].",,
SC-7(5),SC-7(5).v4,4,SC,Boundary Protection | Deny by Default — Allow by Exception,specific,"Empty security groups, no VPC, and isolation disabled are the fixture's boundary posture (deny-by-default cannot hold). Not SC-7 (deterministic).",sufficiency,getEndpointNetworkConfig,Implement default denial of network communications traffic and exception-based allowance of network communications traffic [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].,,
CA-7,CA-7.v0,0,CA,Continuous Monitoring,specific,"Monitor metrics, cron frequency, last-run failure, and disabled capture are the fixture's system-level continuous monitoring program for this endpoint.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,Develop a system-level continuous monitoring strategy and implement continuous monitoring in accordance with the organization-level continuous monitoring strategy that includes: a. Establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level metrics]; b. Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness; c. Ongoing control assessments in accordance with the continuous monitoring strategy; d. Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy; e. Correlation and analysis of information generated by control assessments and monitoring; f. Response actions to address results of the analysis of control assessment and monitoring information; and g. Reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
CA-7,CA-7.v1,1,CA,Continuous Monitoring,specific,"Monitor metrics, cron frequency, last-run failure, and disabled capture are the fixture's system-level continuous monitoring program for this endpoint.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,"Develop a system-level continuous monitoring strategy and implement continuous monitoring in accordance with the organization-level continuous monitoring strategy, including: a. Establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level metrics]; b. Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness; c. Ongoing control assessments in accordance with the continuous monitoring strategy; d. Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy; e. Correlation and analysis of information generated by control assessments and monitoring; f. Response actions to address results of the analysis of control assessment and monitoring information; and g. Reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].",,
CA-7,CA-7.v2,2,CA,Continuous Monitoring,specific,"Monitor metrics, cron frequency, last-run failure, and disabled capture are the fixture's system-level continuous monitoring program for this endpoint.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,"A system-level continuous monitoring strategy is developed, and continuous monitoring is implemented in accordance with the organization-level continuous monitoring strategy, including: a. Establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level metrics]; b. Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness; c. Ongoing control assessments in accordance with the continuous monitoring strategy; d. Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy; e. Correlation and analysis of information generated by control assessments and monitoring; f. Response actions to address results of the analysis of control assessment and monitoring information; and g. Reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].",,
CA-7,CA-7.v3,3,CA,Continuous Monitoring,specific,"Monitor metrics, cron frequency, last-run failure, and disabled capture are the fixture's system-level continuous monitoring program for this endpoint.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,"Develop a system-level continuous monitoring strategy and, in accordance with the organization-level continuous monitoring strategy, implement continuous monitoring that includes: a. Establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level metrics]; b. Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness; c. Ongoing control assessments in accordance with the continuous monitoring strategy; d. Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy; e. Correlating and analyzing information generated by control assessments and monitoring; f. Response actions to address results of the analysis of control assessment and monitoring information; and g. Reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].",,
CA-7,CA-7.v4,4,CA,Continuous Monitoring,specific,"Monitor metrics, cron frequency, last-run failure, and disabled capture are the fixture's system-level continuous monitoring program for this endpoint.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,Develop a system-level continuous monitoring strategy and implement continuous monitoring in accordance with the organization-level continuous monitoring strategy that includes: a. Establishing these system-level metrics to be monitored: [Assignment: organization-defined system-level metrics]; b. Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness; c. Ongoing control assessments in accordance with the continuous monitoring strategy; d. Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy; e. Correlation and analysis of information generated by control assessments and monitoring; f. Response actions that address results of the analysis of control assessment and monitoring information; and g. Reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].,,
